framework,model,input_dim,hidden_dim,num_layers,activation,precision,operator,mode,time,value,mse,baseline_f_time,baseline_grad_time
pytorch,ResNet,3,64,4,relu,float32,biharmonic,forward_forward,0.0030078887939453125,0.0,0.0,8.130073547363281e-05,0.00011610984802246094
pytorch,ResNet,3,64,4,relu,float32,biharmonic,forward_reverse,0.0031108856201171875,0.0,0.0,8.130073547363281e-05,0.00011610984802246094
pytorch,ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.0019881725311279297,-0.023307356983423233,0.0,0.00011706352233886719,0.000141143798828125
pytorch,ResNet,10,64,4,tanh,float32,laplacian,reverse_forward,0.0020177364349365234,-0.023307356983423233,0.0,0.00011706352233886719,0.000141143798828125
pytorch,ResNet,10,64,4,tanh,float32,laplacian,forward_forward,0.0038900375366210938,-0.023307356983423233,0.0,0.00011706352233886719,0.000141143798828125
pytorch,ResNet,10,64,4,tanh,float32,laplacian,forward_reverse,0.004183053970336914,-0.023307356983423233,0.0,0.00011706352233886719,0.000141143798828125
pytorch,ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.0927267074584961,0.3844016492366791,0.0,8.0108642578125e-05,9.083747863769531e-05
pytorch,ResNet,10,64,4,tanh,float32,biharmonic,reverse_forward,0.09608292579650879,0.3844016492366791,0.0,8.0108642578125e-05,9.083747863769531e-05
pytorch,ResNet,10,64,4,tanh,float32,biharmonic,forward_forward,0.15293097496032715,0.3844015896320343,3.552713678800501e-15,8.0108642578125e-05,9.083747863769531e-05
pytorch,ResNet,10,64,4,tanh,float32,biharmonic,forward_reverse,0.16295695304870605,0.3844015896320343,3.552713678800501e-15,8.0108642578125e-05,9.083747863769531e-05
pytorch,ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.0017838478088378906,0.0,0.0,8.392333984375e-05,9.322166442871094e-05
pytorch,ResNet,10,64,4,relu,float32,laplacian,reverse_forward,0.001814126968383789,0.0,0.0,8.392333984375e-05,9.322166442871094e-05
pytorch,ResNet,10,64,4,relu,float32,laplacian,forward_forward,0.003917217254638672,0.0,0.0,8.392333984375e-05,9.322166442871094e-05
pytorch,ResNet,10,64,4,relu,float32,laplacian,forward_reverse,0.0036678314208984375,0.0,0.0,8.392333984375e-05,9.322166442871094e-05
pytorch,ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,0.004525184631347656,0.0,0.0,8.130073547363281e-05,9.703636169433594e-05
pytorch,ResNet,10,64,4,relu,float32,biharmonic,reverse_forward,0.00465083122253418,0.0,0.0,8.130073547363281e-05,9.703636169433594e-05
pytorch,ResNet,10,64,4,relu,float32,biharmonic,forward_forward,0.020761966705322266,0.0,0.0,8.130073547363281e-05,9.703636169433594e-05
pytorch,ResNet,10,64,4,relu,float32,biharmonic,forward_reverse,0.02185821533203125,0.0,0.0,8.130073547363281e-05,9.703636169433594e-05
