framework,model,input_dim,hidden_dim,num_layers,activation,precision,operator,mode,time,value,mse,baseline_f_time,baseline_grad_time
tensorflow,MLP,3,64,4,tanh,float32,laplacian,reverse_forward,0.01144719123840332,0.3957623243331909,0.0,0.02476024627685547,0.00045013427734375
tensorflow,MLP,3,64,4,tanh,float32,laplacian,forward_forward,0.027087688446044922,0.3957623243331909,0.0,0.02476024627685547,0.00045013427734375
tensorflow,MLP,3,64,4,tanh,float32,laplacian,forward_reverse,0.02697014808654785,0.3957623243331909,0.0,0.02476024627685547,0.00045013427734375
tensorflow,MLP,3,64,4,tanh,float32,biharmonic,reverse_reverse,0.0686042308807373,1.8980889320373535,0.0,0.018599987030029297,0.00014400482177734375
tensorflow,MLP,3,64,4,tanh,float32,biharmonic,reverse_forward,0.06669306755065918,1.8980889320373535,0.0,0.018599987030029297,0.00014400482177734375
tensorflow,MLP,3,64,4,tanh,float32,biharmonic,forward_forward,0.08195710182189941,1.8980889320373535,0.0,0.018599987030029297,0.00014400482177734375
tensorflow,MLP,3,64,4,tanh,float32,biharmonic,forward_reverse,0.08167481422424316,1.8980889320373535,0.0,0.018599987030029297,0.00014400482177734375
tensorflow,MLP,3,64,4,tanh,float64,laplacian,reverse_reverse,0.01578688621520996,0.45657696947455406,0.0,0.025386810302734375,0.00044417381286621094
tensorflow,MLP,3,64,4,tanh,float64,laplacian,reverse_forward,0.0119171142578125,0.45657696947455406,0.0,0.025386810302734375,0.00044417381286621094
tensorflow,MLP,3,64,4,tanh,float64,laplacian,forward_forward,0.02779984474182129,0.45657696947455406,0.0,0.025386810302734375,0.00044417381286621094
tensorflow,MLP,3,64,4,tanh,float64,laplacian,forward_reverse,0.027894020080566406,0.45657696947455406,0.0,0.025386810302734375,0.00044417381286621094
tensorflow,MLP,3,64,4,tanh,float64,biharmonic,reverse_reverse,0.0696711540222168,4.781988441944122,0.0,0.01881694793701172,0.00014781951904296875
tensorflow,MLP,3,64,4,tanh,float64,biharmonic,reverse_forward,0.06808304786682129,4.781988441944122,0.0,0.01881694793701172,0.00014781951904296875
tensorflow,MLP,3,64,4,tanh,float64,biharmonic,forward_forward,0.08267712593078613,4.781988441944122,0.0,0.01881694793701172,0.00014781951904296875
tensorflow,MLP,3,64,4,tanh,float64,biharmonic,forward_reverse,0.08280706405639648,4.781988441944122,0.0,0.01881694793701172,0.00014781951904296875
tensorflow,MLP,3,64,4,relu,float32,laplacian,reverse_reverse,0.014348983764648438,0.0,0.0,0.024061918258666992,0.00042128562927246094
tensorflow,MLP,3,64,4,relu,float32,laplacian,reverse_forward,0.010790824890136719,0.0,0.0,0.024061918258666992,0.00042128562927246094
tensorflow,MLP,3,64,4,relu,float32,laplacian,forward_forward,0.02611994743347168,0.0,0.0,0.024061918258666992,0.00042128562927246094
tensorflow,MLP,3,64,4,relu,float32,laplacian,forward_reverse,0.025809288024902344,0.0,0.0,0.024061918258666992,0.00042128562927246094
tensorflow,MLP,3,64,4,relu,float32,biharmonic,reverse_reverse,0.023558855056762695,0.0,0.0,0.01870584487915039,0.0001430511474609375
tensorflow,MLP,3,64,4,relu,float32,biharmonic,reverse_forward,0.022634267807006836,0.0,0.0,0.01870584487915039,0.0001430511474609375
tensorflow,MLP,3,64,4,relu,float32,biharmonic,forward_forward,0.0393829345703125,0.0,0.0,0.01870584487915039,0.0001430511474609375
tensorflow,MLP,3,64,4,relu,float32,biharmonic,forward_reverse,0.03843092918395996,0.0,0.0,0.01870584487915039,0.0001430511474609375
tensorflow,MLP,3,64,4,relu,float64,laplacian,reverse_reverse,0.015146970748901367,0.0,0.0,0.025237083435058594,0.00043892860412597656
tensorflow,MLP,3,64,4,relu,float64,laplacian,reverse_forward,0.011261940002441406,0.0,0.0,0.025237083435058594,0.00043892860412597656
tensorflow,MLP,3,64,4,relu,float64,laplacian,forward_forward,0.027228116989135742,0.0,0.0,0.025237083435058594,0.00043892860412597656
tensorflow,MLP,3,64,4,relu,float64,laplacian,forward_reverse,0.026940107345581055,0.0,0.0,0.025237083435058594,0.00043892860412597656
tensorflow,MLP,3,64,4,relu,float64,biharmonic,reverse_reverse,0.02456498146057129,0.0,0.0,0.018481969833374023,0.00015091896057128906
tensorflow,MLP,3,64,4,relu,float64,biharmonic,reverse_forward,0.023522138595581055,0.0,0.0,0.018481969833374023,0.00015091896057128906
tensorflow,MLP,3,64,4,relu,float64,biharmonic,forward_forward,0.039103031158447266,0.0,0.0,0.018481969833374023,0.00015091896057128906
tensorflow,MLP,3,64,4,relu,float64,biharmonic,forward_reverse,0.039373159408569336,0.0,0.0,0.018481969833374023,0.00015091896057128906
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.04216599464416504,-0.05476066470146179,0.0,0.024435997009277344,0.00043082237243652344
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_forward,0.03775596618652344,-0.05476066470146179,0.0,0.024435997009277344,0.00043082237243652344
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_forward,0.09005904197692871,-0.05476066470146179,0.0,0.024435997009277344,0.00043082237243652344
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_reverse,0.08962798118591309,-0.05476066470146179,0.0,0.024435997009277344,0.00043082237243652344
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.691209077835083,1.2642358541488647,0.0,0.01878213882446289,0.0001442432403564453
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_forward,0.5979249477386475,1.2642358541488647,0.0,0.01878213882446289,0.0001442432403564453
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_forward,0.6581089496612549,1.2642358541488647,0.0,0.01878213882446289,0.0001442432403564453
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_reverse,0.7332131862640381,1.2642358541488647,0.0,0.01878213882446289,0.0001442432403564453
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_reverse,0.044161081314086914,0.07731479592621326,0.0,0.025354862213134766,0.00043702125549316406
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_forward,0.03896307945251465,0.07731479592621326,0.0,0.025354862213134766,0.00043702125549316406
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_forward,0.0921332836151123,0.07731479592621326,0.0,0.025354862213134766,0.00043702125549316406
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_reverse,0.09279322624206543,0.07731479592621326,0.0,0.025354862213134766,0.00043702125549316406
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_reverse,0.6887948513031006,-1.4732213228708133,0.0,0.01866006851196289,0.0001499652862548828
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_forward,0.60955810546875,-1.4732213228708133,0.0,0.01866006851196289,0.0001499652862548828
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_forward,0.6677491664886475,-1.4732213228708133,0.0,0.01866006851196289,0.0001499652862548828
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_reverse,0.7446660995483398,-1.4732213228708133,0.0,0.01866006851196289,0.0001499652862548828
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.04035496711730957,0.0,0.0,0.02404022216796875,0.0004889965057373047
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_forward,0.03575611114501953,0.0,0.0,0.02404022216796875,0.0004889965057373047
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_forward,0.08624386787414551,0.0,0.0,0.02404022216796875,0.0004889965057373047
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_reverse,0.0861659049987793,0.0,0.0,0.02404022216796875,0.0004889965057373047
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.125946044921875,0.0,0.0,0.01863718032836914,0.0001571178436279297
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_forward,0.1261429786682129,0.0,0.0,0.01863718032836914,0.0001571178436279297
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_forward,0.17765402793884277,0.0,0.0,0.01863718032836914,0.0001571178436279297
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_reverse,0.1796276569366455,0.0,0.0,0.01863718032836914,0.0001571178436279297
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_reverse,0.041951894760131836,0.0,0.0,0.024856090545654297,0.00045680999755859375
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_forward,0.036830902099609375,0.0,0.0,0.024856090545654297,0.00045680999755859375
tensorflow,MLP,10,64,4,relu,float64,laplacian,forward_forward,0.08904337882995605,0.0,0.0,0.024856090545654297,0.00045680999755859375
tensorflow,MLP,10,64,4,relu,float64,laplacian,forward_reverse,0.08860516548156738,0.0,0.0,0.024856090545654297,0.00045680999755859375
tensorflow,MLP,10,64,4,relu,float64,biharmonic,reverse_reverse,0.1334230899810791,0.0,0.0,0.019837141036987305,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,reverse_forward,0.13277602195739746,0.0,0.0,0.019837141036987305,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,forward_forward,0.18622398376464844,0.0,0.0,0.019837141036987305,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,forward_reverse,0.18670010566711426,0.0,0.0,0.019837141036987305,0.00015401840209960938
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.041079044342041016,-0.30849552154541016,0.0,0.02472686767578125,0.0004279613494873047
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_forward,0.03804326057434082,-0.30849552154541016,0.0,0.02472686767578125,0.0004279613494873047
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_forward,0.0895533561706543,-0.30849552154541016,0.0,0.02472686767578125,0.0004279613494873047
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_reverse,0.09121012687683105,-0.30849552154541016,0.0,0.02472686767578125,0.0004279613494873047
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.6852540969848633,3.3184900283813477,0.0,0.01873469352722168,0.00015211105346679688
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_forward,0.5966899394989014,3.3184900283813477,0.0,0.01873469352722168,0.00015211105346679688
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_forward,0.6575820446014404,3.3184900283813477,0.0,0.01873469352722168,0.00015211105346679688
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_reverse,0.7354471683502197,3.3184900283813477,0.0,0.01873469352722168,0.00015211105346679688
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_reverse,0.043176889419555664,-0.3421970196068287,0.0,0.025521039962768555,0.000457763671875
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_forward,0.03921818733215332,-0.3421970196068287,0.0,0.025521039962768555,0.000457763671875
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_forward,0.09250283241271973,-0.3421970196068287,0.0,0.025521039962768555,0.000457763671875
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_reverse,0.0919649600982666,-0.3421970196068287,0.0,0.025521039962768555,0.000457763671875
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_reverse,0.6068589687347412,6.585279520601034,0.0,0.018605947494506836,0.00014281272888183594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_forward,0.683258056640625,6.585279520601034,0.0,0.018605947494506836,0.00014281272888183594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_forward,0.6692280769348145,6.585279520601034,0.0,0.018605947494506836,0.00014281272888183594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_reverse,0.7437739372253418,6.585279520601034,0.0,0.018605947494506836,0.00014281272888183594
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.03894829750061035,0.0,0.0,0.024255990982055664,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_forward,0.03533482551574707,0.0,0.0,0.024255990982055664,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_forward,0.08582091331481934,0.0,0.0,0.024255990982055664,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_reverse,0.08504986763000488,0.0,0.0,0.024255990982055664,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.12586593627929688,0.0,0.0,0.019223690032958984,0.00014710426330566406
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_forward,0.12427711486816406,0.0,0.0,0.019223690032958984,0.00014710426330566406
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_forward,0.1763298511505127,0.0,0.0,0.019223690032958984,0.00014710426330566406
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_reverse,0.1770939826965332,0.0,0.0,0.019223690032958984,0.00014710426330566406
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_reverse,0.04032301902770996,0.0,0.0,0.024690866470336914,0.0004260540008544922
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_forward,0.036615848541259766,0.0,0.0,0.024690866470336914,0.0004260540008544922
tensorflow,MLP,10,64,4,relu,float64,laplacian,forward_forward,0.08689093589782715,0.0,0.0,0.024690866470336914,0.0004260540008544922
tensorflow,MLP,10,64,4,relu,float64,laplacian,forward_reverse,0.08778691291809082,0.0,0.0,0.024690866470336914,0.0004260540008544922
tensorflow,MLP,10,64,4,relu,float64,biharmonic,reverse_reverse,0.14397597312927246,0.0,0.0,0.018642902374267578,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,reverse_forward,0.140700101852417,0.0,0.0,0.018642902374267578,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,forward_forward,0.18844985961914062,0.0,0.0,0.018642902374267578,0.00015401840209960938
tensorflow,MLP,10,64,4,relu,float64,biharmonic,forward_reverse,0.18628787994384766,0.0,0.0,0.018642902374267578,0.00015401840209960938
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_reverse,0.04252219200134277,-0.7226483821868896,0.0,0.026586055755615234,0.00047898292541503906
tensorflow,MLP,10,64,4,tanh,float32,laplacian,reverse_forward,0.037691354751586914,-0.7226483821868896,0.0,0.026586055755615234,0.00047898292541503906
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_forward,0.09187197685241699,-0.7226483821868896,0.0,0.026586055755615234,0.00047898292541503906
tensorflow,MLP,10,64,4,tanh,float32,laplacian,forward_reverse,0.09070897102355957,-0.7226483821868896,0.0,0.026586055755615234,0.00047898292541503906
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_reverse,0.6298627853393555,-1.3123204708099365,0.0,0.02006387710571289,0.00016999244689941406
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,reverse_forward,0.6914029121398926,-1.3123204708099365,0.0,0.02006387710571289,0.00016999244689941406
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_forward,0.6595172882080078,-1.3123204708099365,0.0,0.02006387710571289,0.00016999244689941406
tensorflow,MLP,10,64,4,tanh,float32,biharmonic,forward_reverse,0.7767958641052246,-1.3123204708099365,0.0,0.02006387710571289,0.00016999244689941406
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_reverse,0.04403805732727051,-0.00616554357111454,0.0,0.02515411376953125,0.0004260540008544922
tensorflow,MLP,10,64,4,tanh,float64,laplacian,reverse_forward,0.03972887992858887,-0.00616554357111454,0.0,0.02515411376953125,0.0004260540008544922
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_forward,0.09506726264953613,-0.00616554357111454,0.0,0.02515411376953125,0.0004260540008544922
tensorflow,MLP,10,64,4,tanh,float64,laplacian,forward_reverse,0.09409570693969727,-0.00616554357111454,0.0,0.02515411376953125,0.0004260540008544922
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_reverse,0.6585450172424316,-13.39023812697269,0.0,0.018701791763305664,0.00015807151794433594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,reverse_forward,0.6806979179382324,-13.39023812697269,0.0,0.018701791763305664,0.00015807151794433594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_forward,0.6678240299224854,-13.39023812697269,0.0,0.018701791763305664,0.00015807151794433594
tensorflow,MLP,10,64,4,tanh,float64,biharmonic,forward_reverse,0.7487437725067139,-13.39023812697269,0.0,0.018701791763305664,0.00015807151794433594
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_reverse,0.03951096534729004,0.0,0.0,0.024893760681152344,0.0004601478576660156
tensorflow,MLP,10,64,4,relu,float32,laplacian,reverse_forward,0.03537893295288086,0.0,0.0,0.024893760681152344,0.0004601478576660156
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_forward,0.08540987968444824,0.0,0.0,0.024893760681152344,0.0004601478576660156
tensorflow,MLP,10,64,4,relu,float32,laplacian,forward_reverse,0.08549213409423828,0.0,0.0,0.024893760681152344,0.0004601478576660156
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_reverse,0.1271953582763672,0.0,0.0,0.019359111785888672,0.00014209747314453125
tensorflow,MLP,10,64,4,relu,float32,biharmonic,reverse_forward,0.12494683265686035,0.0,0.0,0.019359111785888672,0.00014209747314453125
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_forward,0.17476773262023926,0.0,0.0,0.019359111785888672,0.00014209747314453125
tensorflow,MLP,10,64,4,relu,float32,biharmonic,forward_reverse,0.17540907859802246,0.0,0.0,0.019359111785888672,0.00014209747314453125
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_reverse,0.041027069091796875,0.0,0.0,0.025187969207763672,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float64,laplacian,reverse_forward,0.03658914566040039,0.0,0.0,0.025187969207763672,0.00043392181396484375
tensorflow,MLP,10,64,4,relu,float64,laplacian,forward_forward,0.0888369083404541,0.0,0.0,0.025187969207763672,0.00043392181396484375
