framework,model,input_dim,hidden_dim,num_layers,activation,precision,operator,mode,time,value,mse,baseline_f_time,baseline_grad_time
jax,ResNet,3,64,4,relu,float32,biharmonic,reverse_reverse,0.6530177593231201,0.0,0.0,0.010608196258544922,0.01875782012939453
jax,ResNet,3,64,4,relu,float32,biharmonic,reverse_forward,0.6649982929229736,0.0,0.0,0.010608196258544922,0.01875782012939453
jax,ResNet,3,64,4,relu,float32,biharmonic,forward_forward,1.1082532405853271,0.0,0.0,0.010608196258544922,0.01875782012939453
jax,ResNet,3,64,4,relu,float32,biharmonic,forward_reverse,0.5861551761627197,0.0,0.0,0.010608196258544922,0.01875782012939453
jax,ResNet,10,64,4,tanh,float32,laplacian,reverse_reverse,0.24173998832702637,-2.1874442100524902,0.0,0.008620023727416992,0.01463174819946289
jax,ResNet,10,64,4,tanh,float32,laplacian,reverse_forward,0.2472691535949707,-2.1874442100524902,0.0,0.008620023727416992,0.01463174819946289
jax,ResNet,10,64,4,tanh,float32,laplacian,forward_forward,0.4335179328918457,-8.019905090332031,34.0175999199912,0.008620023727416992,0.01463174819946289
jax,ResNet,10,64,4,tanh,float32,laplacian,forward_reverse,0.2779231071472168,-1.0150219202041626,1.374574025733196,0.008620023727416992,0.01463174819946289
jax,ResNet,10,64,4,tanh,float32,biharmonic,reverse_reverse,8.601135015487671,-9.820839881896973,0.0,0.008708000183105469,0.01452493667602539
jax,ResNet,10,64,4,tanh,float32,biharmonic,reverse_forward,8.228684186935425,-9.820839881896973,0.0,0.008708000183105469,0.01452493667602539
jax,ResNet,10,64,4,tanh,float32,biharmonic,forward_forward,10.33179497718811,-3.642672300338745,38.16975466581704,0.008708000183105469,0.01452493667602539
jax,ResNet,10,64,4,tanh,float32,biharmonic,forward_reverse,8.152124166488647,-3.642672061920166,38.16975761179697,0.008708000183105469,0.01452493667602539
jax,ResNet,10,64,4,relu,float32,laplacian,reverse_reverse,0.2879447937011719,0.0,0.0,0.011440038681030273,0.019604921340942383
jax,ResNet,10,64,4,relu,float32,laplacian,reverse_forward,0.28583192825317383,0.0,0.0,0.011440038681030273,0.019604921340942383
jax,ResNet,10,64,4,relu,float32,laplacian,forward_forward,0.5979597568511963,0.0,0.0,0.011440038681030273,0.019604921340942383
jax,ResNet,10,64,4,relu,float32,laplacian,forward_reverse,0.3564438819885254,0.0,0.0,0.011440038681030273,0.019604921340942383
jax,ResNet,10,64,4,relu,float32,biharmonic,reverse_reverse,5.261784076690674,0.0,0.0,0.011083841323852539,0.019366741180419922
jax,ResNet,10,64,4,relu,float32,biharmonic,reverse_forward,5.394820928573608,0.0,0.0,0.011083841323852539,0.019366741180419922
jax,ResNet,10,64,4,relu,float32,biharmonic,forward_forward,12.046485900878906,0.0,0.0,0.011083841323852539,0.019366741180419922
jax,ResNet,10,64,4,relu,float32,biharmonic,forward_reverse,6.234568119049072,0.0,0.0,0.011083841323852539,0.019366741180419922
